Data incidente,Giorno,Denominazione strada o centro abitato,Localita' dell'incidente,Latitudine,Longitudine,Centro abitato,Tipologia del sinistro,Tipo di strada,Caratteristiche della strada,Stato fondo stradale,Tipo pavimentazione,Condizioni meteo,Condizioni traffico,Danni a cose,Incidente con lesioni,Persone ferite,Pedoni feriti,Persone decedute,Pedoni deceduti,Prognosi riservate,Prognosi fino a 20 gg,Prognosi da 21 a 40 gg,Prognosi oltre 40 gg,N. veicoli coinvolti,Autovettura pr.,Autovettura pb.,Autocarro,Autobus,Motocarro,Motociclo,Ciclomotore,Quadriciclo,Velocipede,Micromobilita' elettrica,Altro,Violazioni,LAT/LONG
18 June 2023,Dom,Via Gianbattista Tiepolo all'intersezione con Viale Sicilia,MONZA,45.5798452,9.2998428,si,Fuoriuscita dalla sede stradale,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,1,1.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2998428 45.5798452)
11 November 2023,Sab,Viale Sicilia all'intersezione con VIALE STUCCHI,MONZA,45.58101373,9.309474752,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,1.0,,,,,,,,,,1.0,,POINT (9.309474752 45.58101373)
10 January 2023,Mar,Via Lario in corrispondenza del palo luce n.7878,MONZA,45.59053061,9.25237957,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,1.0,,,,,"Art.154/8 CdS, Art.180/1 CdS",POINT (9.25237957 45.59053061)
19 January 2023,Gio,Via Enrico da Monza all'intersezione con Via Giovanni Raiberti,MONZA,45.5860654,9.2848733,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,"Art.7/OS CdS, Art.141/2 CdS",POINT (9.2848733 45.5860654)
24 December 2023,Dom,VIA MARCONI svincolo quartiere San Rocco,MONZA,45.56864765,9.290509424,si,Tamponamento,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,si,no,,,,,,,,,2,2.0,,,,,,,,,,,"Art.149/1 CdS, Art.189/2 CdS, Art.189/5 CdS",POINT (9.290509424 45.56864765)
23 November 2023,Gio,Via Lario all'intersezione con V.LE LOMBARDIA,MONZA,45.58961668,9.25335736,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.25335736 45.58961668)
01 May 2023,Lun,Via Roberto Crippa in prossimita' del civico n.6,MONZA,45.5700439,9.2517973,si,Veicolo in marcia contro veicoli in sosta,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,no,,,,,,,,,4,4.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2517973 45.5700439)
14 November 2023,Mar,VIA GRAMSCI in prossimita' del civico n.17,MONZA,45.5812293,9.2717055,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.2717055 45.5812293)
15 December 2023,Ven,Via Boccaccio Giovanni in corrispondenza del palo luce n.1518,MONZA,45.59120702,9.279390732,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Normale,si,no,,,,,,,,,1,,,1.0,,,,,,,,,Art.141/2 CdS,POINT (9.279390732 45.59120702)
19 September 2023,Mar,V.LE LOMBARDIA all'intersezione con Via Carlo Emanuele I,MONZA,45.5772,9.24835,si,Fuoriuscita dalla sede stradale,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,si,no,,,,,,,,,1,1.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.24835 45.5772)
04 November 2023,Sab,Viale Lombardia controviale in direzione sesto san giovanni,MONZA,45.5676086,9.24446101,si,Tamponamento,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,si,3.0,,,,,3.0,,,2,2.0,,,,,,,,,,,"Art.149/1 CdS, Art.172/1 CdS",POINT (9.24446101 45.5676086)
19 September 2023,Mar,Piazzale Virgilio all'intersezione con V.LE CESARE BATTISTI,MONZA,45.5914682,9.2536311,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.2536311 45.5914682)
03 May 2023,Mer,VIA ROTA all'intersezione con Via Privata Gerolamo Rovetta,MONZA,45.5812294,9.2897272,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.145/5 CdS,POINT (9.2897272 45.5812294)
23 January 2023,Lun,Via Beato Angelico in prossimita' del civico n.7,MONZA,45.5642335,9.2871903,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,si,si,1.0,,,,,1.0,,,1,1.0,,,,,,,,,,,"Art.15/1 CdS, Art.141/2 CdS, Art.186/2 CdS",POINT (9.2871903 45.5642335)
15 February 2023,Mer,VIA BOITO all'intersezione con VIA CLEMENTI,MONZA,45.5962776,9.257275848,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.145/4 CdS,POINT (9.257275848 45.5962776)
28 April 2023,Ven,VIA CAVALLOTTI in prossimita' del civico n.22,MONZA,45.5793761,9.25987,si,Infortunio per caduta da veicolo,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.157/7 CdS,POINT (9.25987 45.5793761)
28 March 2023,Mar,Viale Brianza in prossimita' del civico n.29,MONZA,45.5987833,9.2699326,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,3.0,,,,,3.0,,,3,3.0,,,,,,,,,,,Art.145/2 CdS,POINT (9.2699326 45.5987833)
10 September 2023,Dom,Via Lecco in prossimita' del civico n.20,MONZA,45.5867317,9.2834041,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,si,no,,,,,,,,,1,1.0,,,,,,,,,,,"Art.141/2 CdS, Art.186/2 CdS",POINT (9.2834041 45.5867317)
19 April 2023,Mer,Via Azzone Visconti in prossimita' del civico n.1,MONZA,45.5799474,9.2744434,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,"Art.148/11 CdS, Art.154/1 CdS",POINT (9.2744434 45.5799474)
11 January 2023,Mer,VIA BUONARROTI in prossimita' del civico n.101,MONZA,45.571631,9.2838083,si,Tamponamento,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2838083 45.571631)
23 June 2023,Ven,Viale Cesare Battisti all'intersezione semaforizzata con VIA REGINA MARGHERITA,MONZA,45.59167559,9.27219946,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.27219946 45.59167559)
12 October 2023,Gio,VIA RAMAZZOTTI in prossimita' del civico n.30,MONZA,45.6016,9.26461,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.154/1 CdS,POINT (9.26461 45.6016)
27 January 2023,Ven,"VIA CARONNI, 12 all'intersezione con Via Monti e Tognetti",MONZA,45.58874129,9.266191792,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,"Art.148/12 CdS, Art.154/1 CdS",POINT (9.266191792 45.58874129)
14 June 2023,Mer,V.LE MARCONI in prossimita' del civico n.96,MONZA,45.5554846,9.260935,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,,1.0,,2,,,1.0,,,,1.0,,,,,Art.154/1 CdS,POINT (9.260935 45.5554846)
05 January 2023,Gio,Via Privata Maurizio Campini in corrispondenza del civico n.1,MONZA,45.58129,9.27231,si,Investimento di pedone,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,1.0,,,,1.0,,,1,1.0,,,,,,,,,,,,POINT (9.27231 45.58129)
05 July 2023,Mer,Viale Ugo Foscolo in corrispondenza del civico n.23,MONZA,45.5763182,9.2903053,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,"Art.141/2 CdS, Art.180/1 CdS",POINT (9.2903053 45.5763182)
09 June 2023,Ven,V.LE CESARE BATTISTI all'intersezione con Via Carlo Cattaneo,MONZA,45.5919688,9.2630445,si,Tamponamento,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.149/1 CdS,POINT (9.2630445 45.5919688)
21 January 2023,Sab,V.LE SICILIA 31/33 alt. Concessionaria Fiat dir. Stucchi,MONZA,45.5805412,9.316554646,si,Tamponamento Multiplo,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,3,1.0,,,,,,,,,,2.0,,POINT (9.316554646 45.5805412)
17 September 2023,Dom,Via Achille Varisco in prossimita' del civico n.3,MONZA,45.5857964,9.269044,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.158/4 CdS,POINT (9.269044 45.5857964)
13 May 2023,Sab,VIA BORGAZZI in prossimita' del civico n.183,MONZA,45.5674384,9.2626532,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,Art.154/1 CdS,POINT (9.2626532 45.5674384)
30 September 2023,Sab,Via Val d'Ossola ciclabile Villoresi,MONZA,45.5707003,9.2711496,si,Infortunio per caduta da veicolo,Strada Urbana,Pendenza,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,1.0,,,,1,,,,,,,,,,1.0,,,POINT (9.2711496 45.5707003)
27 November 2023,Lun,Viale Liberta' all'intersezione con Via Oreste Pennati,MONZA,45.5897499,9.3001048,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,si,3.0,,,,,3.0,,,3,3.0,,,,,,,,,,,"Art.145/2 CdS, Art.158/2 CdS",POINT (9.3001048 45.5897499)
24 February 2023,Ven,Via Lecco in corrispondenza del civico n.152,MONZA,45.59423741,9.29277479,si,Scontro frontale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Normale,no,si,3.0,,,,,3.0,,,2,2.0,,,,,,,,,,,Art.80/14 CdS,POINT (9.29277479 45.59423741)
05 November 2023,Dom,Viale Brianza prossimita' via Da Palestrina,MONZA,45.59808,9.27029,si,Veicolo in marcia che urta buche nella carreggiata,Strada Urbana,Rettilineo,Asciutto,Con buche,Sereno,Normale,no,si,2.0,,,,,1.0,1.0,,2,,,,,,,,,2.0,,,,POINT (9.27029 45.59808)
30 July 2023,Dom,V.LE CESARE BATTISTI all'intersezione semaforizzata con VIA BOITO,MONZA,45.5919688,9.2630445,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,2.0,,,,,2.0,,,2,2.0,,,,,,,,,,,"Art.146/3 CdS, Art.189/7 CdS",POINT (9.2630445 45.5919688)
20 January 2023,Ven,Via Marsala all'intersezione con Via Volturno,MONZA,45.57699,9.26858,si,Infortunio per caduta da veicolo,Strada Urbana,Incrocio,Ghiacciato,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,1,,,,,,1.0,,,,,,,POINT (9.26858 45.57699)
13 July 2023,Gio,Via Edmondo De Amicis in prossimita' del civico n.13,MONZA,45.5858561,9.277499,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Pianeggiante,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,,1.0,,"Art.7/14 CdS, Art.1/75 novies Legge n. 160/2019 â€“ Mobilita' elettrica",POINT (9.277499 45.5858561)
21 May 2023,Dom,Via Lecco in prossimita' del civico n.62,MONZA,45.5908402,9.2886526,si,Tamponamento,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,1.0,,,,,,1.0,,,,,"Art.141/2 CdS, Art.189/5 CdS",POINT (9.2886526 45.5908402)
11 April 2023,Mar,VIA PERGOLESI area privata,MONZA,45.6002951,9.2588016,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.2588016 45.6002951)
05 December 2023,Mar,VIA FERMI all'intersezione con VIA BUONARROTI,MONZA,45.563911,9.2777508,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,Art.145/4 CdS,POINT (9.2777508 45.563911)
18 March 2023,Sab,Viale Lombardia in prossimita' del civico n.11,MONZA,45.58900519,9.253117352,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,si,no,,,,,,,,,1,1.0,,,,,,,,,,,"Art.141/2 CdS, Art.189/5 CdS",POINT (9.253117352 45.58900519)
31 October 2023,Mar,Via Angelo Mauri all'intersezione con Via Solferino,MONZA,45.5774968,9.2612358,si,Tamponamento Multiplo,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,3,3.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2612358 45.5774968)
28 May 2023,Dom,VIA MANZONI all'intersezione con Via Padre Reginaldo Giuliani,MONZA,45.58383682,9.271141853,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,1.0,,,,,,,,Art.145/5 CdS,POINT (9.271141853 45.58383682)
07 September 2023,Gio,VIALE STUCCHI - CIMITERO all'intersezione con VIA SALVADORI,MONZA,45.5742355,9.3019657,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Intenso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.145/4 CdS,POINT (9.3019657 45.5742355)
03 February 2023,Ven,Via Antonio Passerini Gambacorti in prossimita' del civico n.7,MONZA,45.58240061,9.27309913,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,,,,,,,,,1.0,Art.154/8 CdS,POINT (9.27309913 45.58240061)
04 March 2023,Sab,VIA ADDA all'intersezione con Via Bartolomeo Eustacchi,MONZA,45.5725515,9.3149171,si,Tamponamento Multiplo,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,3,3.0,,,,,,,,,,,"Art.80/14 CdS, Art.149/1 CdS",POINT (9.3149171 45.5725515)
22 October 2023,Dom,Viale Cesare Battisti all'intersezione con Via Monti e Tognetti,MONZA,45.5919688,9.2630445,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Nuvoloso,Scarso,no,si,2.0,,,,,2.0,,,2,2.0,,,,,,,,,,,,POINT (9.2630445 45.5919688)
21 November 2023,Mar,Via Valosa di Sopra all'intersezione con Via Martiri di Belfiore,MONZA,45.5674312,9.2416515,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,Art.145/4 CdS,POINT (9.2416515 45.5674312)
28 September 2023,Gio,CORSO MILANO N.42 in prossimita' del civico n.42,MONZA,45.5775141,9.2712466,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,,POINT (9.2712466 45.5775141)
21 March 2023,Mar,Viale Giovan Battista Stucchi all'intersezione con Viale Liberta',MONZA,45.5810349,9.3092897,si,Fuoriuscita dalla sede stradale,Provinciale entro l'abitato,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,si,no,,,,,,,,,1,1.0,,,,,,,,,,,"Art.141/2 CdS, Art.186 bis/3 CdS",POINT (9.3092897 45.5810349)
19 June 2023,Lun,Viale Campania viale Campania/ altezza ingresso esselunga,MONZA,45.57081034,9.247182316,si,Investimento di pedone,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,si,2.0,1.0,,,,2.0,,,1,,,,,,,,,1.0,,,Art.191/1 CdS,POINT (9.247182316 45.57081034)
13 March 2023,Lun,VIA BORGAZZI in prossimita' del civico n.187,MONZA,45.5581805,9.2540307,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,"Art.143/1 CdS, Art.154/1 CdS",POINT (9.2540307 45.5581805)
18 December 2023,Lun,VIA BUONARROTI in prossimita' del civico n.58,MONZA,45.57432,9.28296,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.40/11 CdS,POINT (9.28296 45.57432)
13 February 2023,Lun,VIA MANZONI all'intersezione con Via Privata Maurizio Campini,MONZA,45.58137212,9.272289001,si,Investimento di pedone,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Intenso,no,si,1.0,1.0,,,,1.0,,,1,1.0,,,,,,,,,,,Art.191/1 CdS,POINT (9.272289001 45.58137212)
25 October 2023,Mer,Viale Cesare Battisti all'intersezione semaforizzata con VIA ROSSINI,MONZA,45.5919688,9.2630445,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.41/9 CdS,POINT (9.2630445 45.5919688)
05 April 2023,Mer,Via Giuseppe Ferrari in prossimita' del civico n.37,MONZA,45.5780513,9.28912,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.154/1 CdS,POINT (9.28912 45.5780513)
25 April 2023,Mar,VIALE STUCCHI all'intersezione con Viale Liberta',MONZA,45.5810349,9.3092897,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.3092897 45.5810349)
27 November 2023,Lun,VIA VISCONTI uscita duomo parking,MONZA,45.5807499,9.2708051,si,Fuoriuscita dalla sede stradale,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,si,no,,,,,,,,,1,1.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2708051 45.5807499)
24 June 2023,Sab,VIALE STUCCHI all'intersezione con Via della Guerrina,MONZA,45.58681793,9.310537986,si,Tamponamento,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.310537986 45.58681793)
01 February 2023,Mer,Viale Brianza in prossimita' del civico n.29,MONZA,45.5987833,9.2699326,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,Art.154/8 CdS,POINT (9.2699326 45.5987833)
13 November 2023,Lun,Via Gaetana Agnesi all'intersezione con Via Antonio Pacinotti,MONZA,45.57634835,9.267894817,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,,POINT (9.267894817 45.57634835)
08 June 2023,Gio,VIALE STUCCHI in prossimita' del civico n.64,MONZA,45.58265423,9.310175221,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.141/2 CdS,POINT (9.310175221 45.58265423)
09 April 2023,Dom,Via Lucania in prossimita' del palo luce n.5662,MONZA,45.5712685,9.2531843,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.2531843 45.5712685)
01 June 2023,Gio,Via Carlo Carra' in prossimita' del civico n.11,MONZA,45.5622768,9.281148,si,Tamponamento,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.281148 45.5622768)
06 July 2023,Gio,Via Tomaso Campanella all'intersezione con Via Giulio Cesare Procaccini,MONZA,45.5759227,9.2790136,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Intersezione stradale segnalata,Bagnato (pioggia),Asfaltata,Nuvoloso,Scarso,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,Art.141/2 CdS,POINT (9.2790136 45.5759227)
31 January 2023,Mar,Viale Lombardia all'intersezione con Via della Stradella,MONZA,45.588,9.25271,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,si,no,,,,,,,,,1,1.0,,,,,,,,,,,"Art.141/2 CdS, Art.189/4 CdS",POINT (9.25271 45.588)
15 September 2023,Ven,Via Mentana in prossimita' del civico n.23,MONZA,45.578352,9.2786845,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,,,1.0,,,,,,1.0,,,"Art.154/1 CdS, Art.189/6 CdS",POINT (9.2786845 45.578352)
04 January 2023,Mer,Via Luciano Manara in prossimita' del civico n.15,MONZA,45.588686,9.2636715,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Pianeggiante,Bagnato (umidita' in atto),Asfaltata,Nuvoloso,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,1.0,,,,,"Art.143/1 CdS, Art.145/6 CdS, Art.180/1 CdS",POINT (9.2636715 45.588686)
14 April 2023,Ven,Via San Rocco in prossimita' del civico n.15/a,MONZA,45.5614234,9.26404,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,Art.154/1 CdS,POINT (9.26404 45.5614234)
13 November 2023,Lun,Via Bergamo sottopasso pedonale,MONZA,45.58331,9.28674,si,Infortunio per caduta da veicolo,Strada Urbana,Sottopasso illuminato,Asciutto,In conglomerato cementizio,Sereno,Scarso,no,no,,,,,,,,,1,,,,,,,,,1.0,,,Art.182/4 CdS,POINT (9.28674 45.58331)
15 May 2023,Lun,V.LE LIBERTÃ€ all'intersezione con Via Oreste Pennati,MONZA,45.5897499,9.3001048,si,Tamponamento,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.149/1 CdS,POINT (9.3001048 45.5897499)
07 August 2023,Lun,Via Risorgimento in prossimita' del civico n.1,MONZA,45.5708318,9.2440382,si,Veicolo in marcia contro animale,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,1,,,,,,1.0,,,,,,Art.80/14 CdS,POINT (9.2440382 45.5708318)
18 January 2023,Mer,STRADA URBANA all'intersezione con Viale Romagna,MONZA,45.5845001,9.2744485,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rotatoria,Bagnato (umidita' in atto),Asfaltata,Nebbia,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.2744485 45.5845001)
14 October 2023,Sab,VIA BUONARROTI in prossimita' del civico n.45,MONZA,45.5769631,9.2829404,si,Tamponamento Multiplo,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,1.0,,,,,1.0,,,3,3.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2829404 45.5769631)
30 June 2023,Ven,Corso Milano in prossimita' del civico n.34,MONZA,45.5783295,9.2717157,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,,POINT (9.2717157 45.5783295)
06 February 2023,Lun,VIA SICILIA all'intersezione semaforizzata con Via Privata Pompei,MONZA,45.58042,9.31683,si,Tamponamento Multiplo,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Nuvoloso,Intenso,no,si,1.0,,,,,1.0,,,3,3.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.31683 45.58042)
03 October 2023,Mar,Via Tintoretto all'intersezione semaforizzata con Via Antonio Cederna,MONZA,45.5764434,9.2981058,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,,,,,,,,1.0,,,POINT (9.2981058 45.5764434)
08 May 2023,Lun,VIALE STUCCHI all'intersezione con Via Franco Tognini,MONZA,45.58457805,9.31007065,si,Tamponamento Multiplo,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Intenso,no,no,,,,,,,,,4,3.0,,1.0,,,,,,,,,"Art.141/2 CdS, Art.186/2 bis CdS",POINT (9.31007065 45.58457805)
